query_id,query,desired_location,profile_skills,desired_experience,workplace_preference,desired_job_types,job_id,title,company,description,location,workplace,experience_level,job_type,posted_at,skills,salary,url,source,label
query-0218,senior Site Reliability Engineer,"London, UK",observability|aws|python,senior,hybrid,full time,query-0218-job-1,Infrastructure Specialist,Maple Cloud,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with observability aws python in a collaborative team.,"London, UK",hybrid,senior,full time,2026-05-17 22:00:00+00:00,observability|aws|python,"$90,000 - $140,000",https://jobs.example/query-0218-job-1,synthetic,1
query-0108,senior ML Engineer,Remote,sql|nlp|scikit learn,senior,remote,full time,query-0108-job-7,Application Security Engineer,Helio Systems,We are hiring someone to protect applications investigate threats and improve security controls. You will work with python incident response siem threat modeling in a collaborative team.,"Toronto, Canada",remote,senior,full time,2026-04-22 06:00:00+00:00,python|incident response|siem|threat modeling,,https://jobs.example/query-0108-job-7,synthetic,0
query-0165,senior Cloud Engineer,Remote,observability|python|linux,senior,hybrid,full time,query-0165-job-2,Cloud Engineer,Orbit Works,"Role focused on operate cloud infrastructure delivery pipelines and reliable services, but requires entry experience and attendance in Berlin, Germany.","Berlin, Germany",hybrid,entry,part time,2026-05-23 03:00:00+00:00,kubernetes|python,"$90,000 - $140,000",https://jobs.example/query-0165-job-2,synthetic,0
query-0001,senior Site Reliability Engineer,"Toronto, Canada",terraform|observability|linux,senior,hybrid,full time,query-0001-job-2,Site Reliability Engineer,Orbit Works,"Role focused on operate cloud infrastructure delivery pipelines and reliable services, but requires mid experience and attendance in New York, USA.","New York, USA",hybrid,mid,part time,2026-04-17 21:00:00+00:00,kubernetes|linux,"$90,000 - $140,000",https://jobs.example/query-0001-job-2,synthetic,0
query-0208,entry Technical Product Manager,Remote,discovery|experimentation|agile,entry,hybrid,part time,query-0208-job-4,Product Designer,Northstar Labs,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with figma design systems prototyping usability in a collaborative team.,"Toronto, Canada",remote,entry,full time,2026-04-23 12:00:00+00:00,figma|design systems|prototyping|usability,"$90,000 - $140,000",https://jobs.example/query-0208-job-4,synthetic,0
query-0197,lead API Engineer,"New York, USA",postgresql|rest api|redis,lead,remote,full time,query-0197-job-0,API Engineer,Vertex Studio,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with postgresql rest api redis python in a collaborative team.,"New York, USA",remote,lead,full time,2026-05-03 15:00:00+00:00,postgresql|rest api|redis|python,"$90,000 - $140,000",https://jobs.example/query-0197-job-0,synthetic,1
query-0094,senior Cloud Engineer,"Berlin, Germany",python|linux|aws,senior,hybrid,full time,query-0094-job-2,Cloud Engineer,Orbit Works,"Role focused on operate cloud infrastructure delivery pipelines and reliable services, but requires mid experience and attendance in Remote.",Remote,hybrid,mid,part time,2026-05-11 13:00:00+00:00,aws|python,,https://jobs.example/query-0094-job-2,synthetic,0
query-0078,lead Data Platform Engineer,"Berlin, Germany",airflow|kafka|spark,lead,remote,full time,query-0078-job-2,Data Platform Engineer,Helio Systems,"Role focused on design reliable data pipelines warehouses and streaming platforms, but requires senior experience and attendance in London, UK.","London, UK",onsite,senior,contract,2026-05-06 22:00:00+00:00,dbt|spark,"$90,000 - $140,000",https://jobs.example/query-0078-job-2,synthetic,0
query-0195,entry Site Reliability Engineer,"London, UK",aws|kubernetes|observability,entry,remote,contract,query-0195-job-3,Applied AI Engineer,Vertex Studio,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with sql python nlp scikit learn in a collaborative team.,"London, UK",hybrid,mid,part time,2026-04-18 21:00:00+00:00,sql|python|nlp|scikit learn,"$90,000 - $140,000",https://jobs.example/query-0195-job-3,synthetic,0
query-0016,lead API Engineer,"New York, USA",fastapi|postgresql|rest api,lead,hybrid,full time,query-0016-job-1,Software Specialist,Helio Systems,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with fastapi postgresql rest api docker in a collaborative team.,"New York, USA",hybrid,lead,full time,2026-04-29 15:00:00+00:00,fastapi|postgresql|rest api|docker,"$90,000 - $140,000",https://jobs.example/query-0016-job-1,synthetic,1
query-0105,mid Frontend Engineer,"New York, USA",typescript|testing|html,mid,hybrid,full time,query-0105-job-3,Backend Engineer,Helio Systems,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with python docker rest api redis in a collaborative team.,"London, UK",remote,mid,contract,2026-04-27 16:00:00+00:00,python|docker|rest api|redis,,https://jobs.example/query-0105-job-3,synthetic,0
query-0040,senior Application Security Engineer,"Toronto, Canada",incident response|threat modeling|siem,senior,remote,full time,query-0040-job-3,Technical Product Manager,Helio Systems,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with experimentation sql roadmaps discovery in a collaborative team.,"Berlin, Germany",hybrid,mid,part time,2026-05-15 12:00:00+00:00,experimentation|sql|roadmaps|discovery,,https://jobs.example/query-0040-job-3,synthetic,0
query-0233,lead ML Engineer,"Toronto, Canada",pytorch|mlops|scikit learn,lead,hybrid,full time,query-0233-job-7,Product Designer,Orbit Works,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with figma prototyping design systems usability in a collaborative team.,"London, UK",remote,lead,full time,2026-04-27 10:00:00+00:00,figma|prototyping|design systems|usability,,https://jobs.example/query-0233-job-7,synthetic,0
query-0163,entry Data Platform Engineer,"Toronto, Canada",dbt|spark|kafka,entry,remote,part time,query-0163-job-5,Machine Learning Engineer,Vertex Studio,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with mlops pytorch scikit learn sql in a collaborative team.,"New York, USA",hybrid,lead,contract,2026-05-06 18:00:00+00:00,mlops|pytorch|scikit learn|sql,,https://jobs.example/query-0163-job-5,synthetic,0
query-0160,lead UI Engineer,"London, UK",css|testing|html,lead,hybrid,full time,query-0160-job-4,UX Designer,Helio Systems,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with figma prototyping usability design systems in a collaborative team.,Remote,remote,entry,contract,2026-05-01 08:00:00+00:00,figma|prototyping|usability|design systems,"$90,000 - $140,000",https://jobs.example/query-0160-job-4,synthetic,0
query-0290,mid Machine Learning Engineer,"London, UK",nlp|pytorch|python,mid,remote,full time,query-0290-job-6,Site Reliability Engineer,Maple Cloud,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with observability aws linux kubernetes in a collaborative team.,"London, UK",hybrid,mid,contract,2026-04-20 10:00:00+00:00,observability|aws|linux|kubernetes,,https://jobs.example/query-0290-job-6,synthetic,0
query-0001,senior Site Reliability Engineer,"Toronto, Canada",terraform|observability|linux,senior,hybrid,full time,query-0001-job-6,ML Engineer,Orbit Works,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with pytorch sql scikit learn mlops in a collaborative team.,"Toronto, Canada",remote,entry,part time,2026-05-31 18:00:00+00:00,pytorch|sql|scikit learn|mlops,"$90,000 - $140,000",https://jobs.example/query-0001-job-6,synthetic,0
query-0288,mid SOC Analyst,"London, UK",threat modeling|incident response|python,mid,remote,full time,query-0288-job-4,Data Platform Engineer,Orbit Works,We are hiring someone to design reliable data pipelines warehouses and streaming platforms. You will work with spark sql kafka dbt in a collaborative team.,Remote,hybrid,entry,full time,2026-05-06 03:00:00+00:00,spark|sql|kafka|dbt,"$90,000 - $140,000",https://jobs.example/query-0288-job-4,synthetic,0
query-0026,senior Product Designer,"New York, USA",design systems|usability|research,senior,remote,contract,query-0026-job-7,Data Engineer,Orbit Works,We are hiring someone to design reliable data pipelines warehouses and streaming platforms. You will work with dbt kafka airflow sql in a collaborative team.,"Toronto, Canada",remote,mid,part time,2026-04-30 05:00:00+00:00,dbt|kafka|airflow|sql,"$90,000 - $140,000",https://jobs.example/query-0026-job-7,synthetic,0
query-0183,mid Backend Engineer,"Toronto, Canada",redis|docker|python,mid,remote,full time,query-0183-job-3,Site Reliability Engineer,Vertex Studio,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with python aws kubernetes observability in a collaborative team.,"Toronto, Canada",hybrid,mid,contract,2026-04-29 16:00:00+00:00,python|aws|kubernetes|observability,,https://jobs.example/query-0183-job-3,synthetic,0
query-0220,mid Analytics Engineer,"Berlin, Germany",sql|python|kafka,mid,hybrid,full time,query-0220-job-1,Platform Specialist,Helio Systems,We are hiring someone to design reliable data pipelines warehouses and streaming platforms. You will work with sql python kafka airflow spark in a collaborative team.,"Berlin, Germany",hybrid,mid,full time,2026-05-18 22:00:00+00:00,sql|python|kafka|airflow|spark,"$90,000 - $140,000",https://jobs.example/query-0220-job-1,synthetic,1
query-0147,senior Python Developer,"New York, USA",redis|python|docker,senior,hybrid,full time,query-0147-job-6,Application Security Engineer,Helio Systems,We are hiring someone to protect applications investigate threats and improve security controls. You will work with incident response python threat modeling siem in a collaborative team.,"Toronto, Canada",remote,mid,contract,2026-05-01 03:00:00+00:00,incident response|python|threat modeling|siem,"$90,000 - $140,000",https://jobs.example/query-0147-job-6,synthetic,0
query-0186,senior UI Engineer,Remote,testing|html|react,senior,hybrid,part time,query-0186-job-2,UI Engineer,Helio Systems,"Role focused on build accessible responsive web applications and design systems, but requires mid experience and attendance in Toronto, Canada.","Toronto, Canada",hybrid,mid,contract,2026-05-16 20:00:00+00:00,testing|typescript,"$90,000 - $140,000",https://jobs.example/query-0186-job-2,synthetic,0
query-0176,senior UX Designer,"New York, USA",design systems|prototyping|figma,senior,hybrid,contract,query-0176-job-6,Application Security Engineer,Orbit Works,We are hiring someone to protect applications investigate threats and improve security controls. You will work with threat modeling python siem incident response in a collaborative team.,"Berlin, Germany",remote,lead,contract,2026-04-18 01:00:00+00:00,threat modeling|python|siem|incident response,"$90,000 - $140,000",https://jobs.example/query-0176-job-6,synthetic,0
query-0108,senior ML Engineer,Remote,sql|nlp|scikit learn,senior,remote,full time,query-0108-job-0,ML Engineer,Vertex Studio,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with sql nlp scikit learn mlops in a collaborative team.,Remote,remote,senior,full time,2026-05-19 19:00:00+00:00,sql|nlp|scikit learn|mlops,"$90,000 - $140,000",https://jobs.example/query-0108-job-0,synthetic,1
